,NAME,TEAM,POS,AGE,GP,MPG,MP%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,Year
1183,Joe Johnson,Hou,SF,36,23,21.9,45.7,14.1,0.112,21,0.952,73,0.466,61,0.279,0.485,6,2.8,7.3,1.7,10.7,0.26,0.04,5.6,2017
1184,Joe Young,Ind,PG,25,53,10.5,21.9,18,0.116,29,0.759,120,0.458,66,0.379,0.521,3.9,1.2,6.4,0.7,9.9,0.26,0.02,5.7,2017
1185,Joel Bolomboy,Mil,PF,24,6,6.3,13.1,12.7,0.188,6,0.5,5,0.6,1,0,0.521,1.5,1.7,15.5,0,0,0.33,0,0,2017
1186,Joel Embiid,Phi,C,23,63,30.3,63.2,33.4,0.156,467,0.769,842,0.527,214,0.308,0.573,22.9,10.9,19.4,3.2,18,0.63,1.78,12.2,2017
1187,Joffrey Lauvergne,San,C,26,55,9.7,20.2,20.4,0.135,47,0.638,185,0.53,5,0,0.536,4.1,3.1,17.8,0.7,12.2,0.16,0.05,8.5,2017
1188,John Collins,Atl,PF,20,74,24.1,50.2,17.9,0.143,186,0.715,498,0.598,47,0.34,0.62,10.5,7.3,16.9,1.3,8.9,0.64,1.08,7.7,2017
1189,John Henson,Mil,C,27,76,25.9,54,15,0.128,158,0.57,495,0.578,7,0.143,0.582,8.8,6.8,15.3,1.5,8.6,0.59,1.43,6.9,2017
1190,John Holland,Cle,SG,29,24,7.3,15.1,18.4,0.11,13,0.692,23,0.261,36,0.306,0.417,2.3,1,7.4,0.2,3.9,0.29,0.08,4.2,2017
1191,John Wall,Was,PG,27,41,34.4,71.6,29.1,0.17,241,0.726,500,0.436,167,0.371,0.515,19.4,3.7,6,9.6,44.5,1.39,1.1,10.3,2017
1192,Johnathan Motley,Dal,PF,22,11,16,33.3,24.9,0.093,28,0.536,69,0.565,6,0.167,0.55,8.7,4.5,15.5,0.6,7.1,0.27,0.18,7.2,2017
1193,Johnny O'Bryant III,Cha,PF,24,36,10.5,21.9,22.5,0.076,25,0.84,128,0.422,43,0.326,0.47,4.8,2.6,13.4,0.4,5.9,0.22,0.17,6.5,2017
1194,Jon Leuer,Det,PF,28,8,17.1,35.5,16.1,0.141,15,0.867,33,0.455,3,0,0.505,5.4,4,12.9,0.6,5.2,0.13,0.38,5.5,2017
1195,Jonas Jerebko,Uta,PF,30,74,15.3,31.9,15.6,0.069,57,0.807,184,0.511,157,0.414,0.586,5.8,3.3,12.3,0.6,5.7,0.32,0.16,5.9,2017
1196,Jonas Valanciunas,Tor,C,25,77,22.4,46.7,22.7,0.127,211,0.806,614,0.586,74,0.405,0.628,12.7,8.6,21.4,1.1,7.5,0.38,0.9,8.8,2017
1197,Jonathan Gibson,Bos,PG,30,4,10,20.8,29.1,0.115,0,0,11,0.727,12,0.5,0.739,8.5,0.8,4.1,1,22.7,0,0,7.6,2017
1198,Jonathan Isaac,Orl,SF,20,27,19.8,41.3,15,0.148,25,0.76,99,0.394,46,0.348,0.465,5.4,3.7,10.2,0.7,4.8,1.22,1.11,4.9,2017
1199,Jonathon Simmons,Orl,SG,28,69,29.4,61.3,22,0.144,241,0.768,557,0.512,204,0.338,0.555,13.9,3.5,6.5,2.5,13.3,0.84,0.23,6.7,2017
1200,Jordan Bell,Gol,PF,23,57,14.2,29.6,13.9,0.2,44,0.682,181,0.641,4,0,0.641,4.6,3.6,14.3,1.8,16.9,0.61,0.98,8.7,2017
1201,Jordan Clarkson,Lal,SG,25,53,23.7,49.4,27.7,0.116,132,0.795,457,0.505,210,0.324,0.532,14.5,3,6.7,3.3,23,0.74,0.06,8.8,2017
1202,Jordan Clarkson,Cle,SG,25,28,22.6,47,24.1,0.09,58,0.81,179,0.486,108,0.407,0.565,12.6,2,5.1,1.7,12,0.68,0.11,6.2,2017
1203,Jordan Crawford,Nor,SG,29,5,10.7,22.2,26.3,0.154,1,1,13,0.308,14,0.571,0.601,6.6,0.8,4.1,2.6,37.4,0.2,0.2,9,2017
1204,Jordan Mickey,Mia,PF,23,23,12.4,25.7,17.1,0.166,19,0.684,66,0.561,16,0.125,0.515,4,3.6,16.2,0.4,4.8,0.26,0.43,5.8,2017
1205,Jose Calderon,Cle,PG,36,57,16,33.4,11.6,0.171,30,0.8,88,0.545,97,0.464,0.643,4.5,1.5,5.2,2.1,17.4,0.47,0.04,6.1,2017
1206,Josh Gray,Pho,F,24,5,17.3,36,25.9,0.132,11,0.636,28,0.286,13,0.231,0.349,6.4,2,6.2,2.4,20.6,1.6,0.4,7.2,2017
1207,Josh Hart,Lal,SG,22,63,23.2,48.3,13.5,0.101,94,0.702,178,0.551,197,0.396,0.596,7.9,4.2,9.6,1.3,7.6,0.73,0.25,6,2017
1208,Josh Huestis,Okc,SF,26,69,14.2,29.6,9.5,0.12,20,0.3,67,0.403,115,0.287,0.417,2.3,2.3,9.1,0.3,2.7,0.22,0.62,3.3,2017
1209,Josh Jackson,Pho,SF,20,77,25.4,53,26,0.122,279,0.634,715,0.464,217,0.263,0.48,13.1,4.6,9.6,1.5,10.1,1.04,0.45,7.1,2017
1210,Josh Magette,Atl,PG,28,18,12,25,11.8,0.154,8,1,24,0.292,22,0.364,0.464,2.6,1.1,4.9,3.2,36.4,0.44,0.06,7,2017
1211,Josh McRoberts,Dal,PF,30,2,2.9,6,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017
1212,Josh Richardson,Mia,SG,24,81,33.2,69.2,18.1,0.129,142,0.845,549,0.495,336,0.378,0.551,12.9,3.5,6,2.8,13.1,1.49,0.91,6,2017
1213,Josh Smith,Nor,PF,32,3,3.9,8.2,14.7,0,0,0,4,0.25,0,0,0.25,0.7,1.3,18.4,0,0,0,0,0,2017
1214,JR Smith,Cle,SG,32,80,28.1,58.4,13.8,0.116,56,0.696,214,0.453,381,0.375,0.534,8.3,2.9,5.9,1.8,8.6,0.85,0.14,5,2017
1215,Jrue Holiday,Nor,PG,27,81,36.1,75.3,23.1,0.137,238,0.786,887,0.558,356,0.337,0.57,19,4.5,6.8,6,24.9,1.52,0.79,8.9,2017
1216,Juancho Hernangomez,Den,PF,22,25,11.1,23.1,14,0.101,12,0.833,25,0.6,50,0.28,0.511,3.3,2.2,11,0.5,5.9,0.24,0.12,5.5,2017
1217,Julius Randle,Lal,PF,23,82,26.7,55.7,25.3,0.163,425,0.718,859,0.575,45,0.222,0.606,16.1,8,15.9,2.6,15.8,0.52,0.55,10.4,2017
1218,Julyan Stone,Cha,PG,29,23,7.6,15.8,5.2,0.335,2,0.5,0,0,13,0.462,0.684,0.8,1.3,9,1.1,19.2,0.17,0.09,5.5,2017
1219,Justin Anderson,Phi,SF,24,38,13.7,28.4,19.3,0.068,38,0.737,99,0.535,103,0.33,0.54,6.2,2.4,9.5,0.7,7.1,0.39,0.21,6.4,2017
1220,Justin Holiday,Chi,SG,28,72,31.5,65.5,18.2,0.098,164,0.823,333,0.387,449,0.359,0.513,12.2,4,6.9,2.1,10.1,1.11,0.43,5.9,2017
1221,Justin Jackson,Sac,SF,22,68,22.2,46.1,14.2,0.084,36,0.722,234,0.547,185,0.308,0.521,6.7,2.8,7.1,1.1,7.2,0.41,0.19,4.9,2017
1222,Justin Patton,Min,C,20,1,3.7,7.7,23.9,0,0,0,2,0.5,0,0,0.5,2,0,0,0,0,1,0,0,2017
1223,Justise Winslow,Mia,SF,21,68,24.7,51.5,16.3,0.126,104,0.635,359,0.44,129,0.38,0.496,7.8,5.4,12.4,2.2,13,0.79,0.49,7.3,2017
1224,Jusuf Nurkic,Por,C,23,79,26.4,55.1,26.4,0.146,273,0.63,944,0.508,7,0,0.528,14.3,9,18.5,1.8,11.7,0.81,1.39,9.3,2017
1225,Kadeem Allen,Bos,SG,25,18,6,12.4,14.6,0.257,9,0.778,11,0.545,11,0,0.366,1.1,0.6,5.6,0.7,15.2,0.17,0.11,5.2,2017
1226,Karl-Anthony Towns,Min,C,22,82,35.6,74.1,22.9,0.105,402,0.858,887,0.585,285,0.421,0.646,21.3,12.4,20,2.4,10.8,0.78,1.41,9.7,2017
1227,Kawhi Leonard,San,SF,26,9,23.3,48.6,30.6,0.111,38,0.816,76,0.539,35,0.314,0.572,16.2,4.7,11.1,2.3,17.7,2,1,9.6,2017
1228,Kay Felder,Chi,PG,22,14,9.6,19.9,28.1,0.174,12,0.917,48,0.333,18,0.222,0.386,3.9,1,5.6,1.4,23,0.21,0.07,7.3,2017
1229,Kay Felder,Det,PG,22,2,2.9,5.9,38.8,0.2,0,0,3,0.333,1,0,0.25,1,2,38.8,0,0,0,0,0,2017
1230,Kelly Olynyk,Mia,C,26,76,23.4,48.8,21.7,0.171,174,0.77,356,0.59,280,0.379,0.612,11.5,5.7,13.6,2.7,18.6,0.82,0.46,9.6,2017
1231,Kelly Oubre Jr.,Was,SF,22,81,27.5,57.4,19.4,0.092,233,0.82,421,0.456,369,0.341,0.534,11.8,4.5,9.2,1.2,6.4,0.99,0.43,5.8,2017
1232,Kemba Walker,Cha,PG,27,80,34.2,71.2,27.4,0.104,420,0.864,762,0.469,601,0.384,0.572,22.1,3.1,4.9,5.6,27.4,1.14,0.3,8.5,2017
1233,Kendrick Perkins,Cle,C,33,1,14.5,30.2,11.8,0.258,2,0.5,2,0.5,0,0,0.521,3,1,3.9,2,17.9,1,0,5,2017
1234,Kenneth Faried,Den,PF,28,32,14.4,30,18.3,0.119,51,0.706,147,0.517,1,0,0.552,5.9,4.8,18.7,0.6,5.8,0.38,0.41,7.1,2017
1235,Kent Bazemore,Atl,SF,28,65,27.5,57.3,22.5,0.17,201,0.796,402,0.438,274,0.394,0.547,12.9,3.8,7.7,3.5,20.1,1.54,0.69,8.1,2017
1236,Kentavious Caldwell-Pope,Lal,SG,24,74,33.2,69.2,16.9,0.1,194,0.789,383,0.473,414,0.384,0.562,13.4,5.2,8.4,2.2,9.5,1.45,0.22,6.4,2017
1237,Kevin Durant,Gol,SF,29,68,34.2,71.2,30.4,0.129,404,0.889,809,0.565,413,0.419,0.64,26.4,6.8,11.2,5.4,25.5,0.74,1.75,11.6,2017
1238,Kevin Love,Cle,PF,29,59,28,58.3,25.1,0.096,265,0.879,399,0.494,330,0.415,0.614,17.6,9.3,18.5,1.7,9.8,0.73,0.41,9.3,2017
1239,Kevon Looney,Gol,PF,21,66,13.8,28.7,12.4,0.121,77,0.545,187,0.594,5,0.2,0.591,4,3.3,13.2,0.6,6,0.5,0.83,5.8,2017
1240,Khem Birch,Orl,C,25,42,13.8,28.7,13.2,0.121,61,0.689,126,0.54,0,0,0.582,4.2,4.3,17.1,0.8,8.5,0.36,0.5,7.1,2017
1241,Khris Middleton,Mil,PF,26,82,36.4,75.8,24.6,0.118,362,0.884,865,0.517,407,0.359,0.577,20.1,5.2,8.4,4,17.7,1.45,0.26,8.2,2017
1242,Klay Thompson,Gol,SG,27,73,34.3,71.5,23.7,0.095,98,0.837,658,0.526,520,0.44,0.598,20,3.8,6.2,2.5,11.2,0.75,0.48,6.7,2017
1243,Kobi Simmons,Mem,PG,20,32,20.1,41.9,17,0.18,25,1,150,0.46,39,0.282,0.49,6.1,1.6,4.5,2.1,16.5,0.56,0.16,5.4,2017
1244,Kosta Koufos,Sac,C,28,71,19.6,40.8,15.2,0.104,74,0.446,389,0.571,0,0,0.566,6.7,6.6,19.3,1.2,9.7,0.66,0.45,7.7,2017
1245,Kris Dunn,Chi,PG,23,52,29.3,61.1,24.7,0.173,115,0.73,532,0.457,134,0.321,0.488,13.4,4.3,7.8,6,33.3,2,0.52,9.6,2017
1246,Kristaps Porzingis,Nyk,PF,22,48,32.4,67.4,31,0.084,275,0.793,661,0.454,228,0.395,0.539,22.7,6.6,11.3,1.2,6.2,0.75,2.4,7,2017
1247,Kyle Anderson,San,SG,24,74,26.7,55.7,13.5,0.158,146,0.712,381,0.556,57,0.333,0.582,7.9,5.4,11.1,2.7,14.7,1.55,0.82,7.3,2017
1248,Kyle Collinsworth,Dal,PG,26,32,15,31.2,13.3,0.171,40,0.525,82,0.415,17,0.235,0.433,3.2,3.3,12.4,1.8,16.4,0.53,0.28,7.1,2017
1249,Kyle Korver,Cle,SG,36,73,21.6,44.9,16,0.096,72,0.889,108,0.537,376,0.436,0.652,9.2,2.3,5.9,1.2,8,0.42,0.37,5.4,2017
1250,Kyle Kuzma,Lal,PF,22,77,31.2,65,22.5,0.11,208,0.707,605,0.511,434,0.366,0.549,16.1,6.3,10.7,1.8,9.1,0.64,0.44,7.3,2017
1251,Kyle Lowry,Tor,PG,31,78,32.2,67,21.7,0.147,261,0.854,348,0.474,596,0.399,0.598,16.2,5.6,9.7,6.9,30.9,1.09,0.24,10.6,2017
1252,Kyle O'Quinn,Nyk,PF,27,77,18,37.5,17,0.186,127,0.772,366,0.601,17,0.235,0.627,7.1,6.1,18.8,2.1,16.8,0.45,1.27,10,2017
1253,Kyle Singler,Okc,SF,29,12,4.9,10.2,21.7,0.101,13,0.538,16,0.313,5,0.4,0.43,1.9,0.8,9.4,0.2,4.8,0.08,0,5.5,2017
1254,Kyrie Irving,Bos,PG,25,60,32.2,67.1,31,0.104,261,0.889,680,0.541,407,0.408,0.61,24.4,3.8,6.4,5.1,30.7,1.08,0.28,9.7,2017
1255,LaMarcus Aldridge,San,PF,32,75,33.4,69.7,29.1,0.068,399,0.837,1255,0.526,92,0.293,0.57,23.1,8.5,14,2,11.3,0.57,1.2,8.8,2017
1256,Lance Stephenson,Ind,SG,27,82,22.6,47,21.6,0.147,127,0.661,477,0.495,232,0.289,0.495,9.2,5.2,12.9,2.9,18.6,0.59,0.2,9.2,2017
1257,Lance Thomas,Nyk,PF,29,73,18.5,38.6,10.7,0.121,53,0.83,143,0.364,124,0.403,0.513,4.1,2.4,7.2,0.6,4.2,0.41,0.19,3.9,2017
1258,Langston Galloway,Det,PG,26,58,14.9,31,19.3,0.048,41,0.805,122,0.418,218,0.344,0.503,6.2,1.6,5.9,1,10.1,0.6,0.09,5.8,2017
1259,Larry Drew II,Phi,PG,27,3,4.9,10.1,23.4,0.125,0,0,4,0.25,3,0,0.143,0.7,0.3,3.7,0.7,17.6,0,0,4.3,2017
1260,Larry Drew II,Nor,PG,27,7,7.9,16.5,14.8,0.105,0,0,11,0.273,6,0.5,0.441,2.1,0.3,2,1.1,18.7,0,0,4.5,2017
1261,Larry Nance Jr.,Lal,PF,25,42,21.9,45.7,15.3,0.123,87,0.632,249,0.606,4,0.25,0.618,8.6,6.8,16.4,1.4,9.2,1.4,0.48,7.9,2017
1262,Larry Nance Jr.,Cle,PF,25,24,20.8,43.3,17,0.052,50,0.72,152,0.572,8,0.125,0.585,8.9,7,18.9,1,7.6,1.21,0.75,7.6,2017
1263,Lauri Markkanen,Chi,PF,20,68,29.7,61.9,21.9,0.082,166,0.843,461,0.497,401,0.362,0.552,15.2,7.5,13.5,1.2,6.4,0.57,0.59,6.9,2017
1264,LeBron James,Cle,SF,33,82,36.9,76.9,31.6,0.161,531,0.731,1174,0.603,406,0.367,0.621,27.5,8.7,13.2,9.1,44.4,1.41,0.87,14,2017
1265,London Perrantes,Cle,PG,23,14,4.7,9.8,10.9,0.062,5,0.6,10,0.2,3,0,0.23,0.5,0.3,3.4,0.4,9.4,0.14,0.07,3.3,2017
1266,Lonzo Ball,Lal,PG,20,52,34.2,71.3,17.4,0.186,71,0.451,269,0.42,295,0.305,0.444,10.2,6.9,10.8,7.2,29.2,1.67,0.83,9.3,2017
1267,Lorenzo Brown,Tor,G,27,14,9.9,20.6,12,0.079,2,1,22,0.545,12,0.167,0.459,2.3,1.1,6.1,0.9,12.5,0.36,0,5.3,2017
1268,Lou Williams,Lac,SG,31,79,32.8,68.3,29.8,0.131,491,0.88,819,0.484,518,0.359,0.574,22.6,2.5,4.2,5.3,26.3,1.08,0.24,8.2,2017
1269,Luc Mbah a Moute,Hou,PF,31,61,25.6,53.4,12.8,0.15,95,0.684,172,0.599,173,0.364,0.595,7.5,3,6.7,0.9,5,1.18,0.41,4.3,2017
1270,Lucas Nogueira,Tor,C,25,49,8.5,17.8,11.4,0.148,28,0.679,61,0.721,19,0.263,0.661,2.5,1.8,11.7,0.4,7.2,0.47,0.88,5.7,2017
1271,Luis Montero,Det,SG,24,2,4,8.3,16.6,0.667,0,0,1,0,0,0,0,0,1,13.8,0,0,0,0,0,2017
1272,Luke Babbitt,Atl,SF,28,37,15.4,32.1,14.8,0.078,22,0.773,57,0.544,111,0.441,0.636,6.1,2.2,7.9,0.7,7,0.19,0.14,5.5,2017
1273,Luke Babbitt,Mia,SF,28,13,11.1,23.2,15.8,0.078,0,0,2,0,45,0.244,0.351,2.5,1.2,5.8,0.4,4.8,0.08,0.15,3.8,2017
1274,Luke Kennard,Det,SG,21,73,20,41.7,17.2,0.122,76,0.855,270,0.463,195,0.415,0.56,7.6,2.4,6.6,1.7,12.7,0.6,0.18,6.3,2017
1275,Luke Kornet,Nyk,PF,22,20,16.3,34,19,0.085,11,0.727,46,0.457,79,0.354,0.516,6.7,3.2,10.9,1.3,11.5,0.25,0.8,7.4,2017
1276,Luol Deng,Lal,SF,32,1,13.1,27.3,9.7,0.333,0,0,2,0.5,0,0,0.5,2,0,0,1,10,1,0,0,2017
1277,Malachi Richardson,Sac,SG,22,25,12.7,26.6,15.2,0.093,22,0.773,49,0.347,39,0.308,0.445,3.5,1.3,5.9,0.5,5.7,0.4,0.04,4.1,2017
1278,Malachi Richardson,Tor,SG,22,1,4.7,9.8,18.6,0,0,0,1,1,1,0,0.5,2,1,11.9,0,0,0,0,0,2017
1279,Malcolm Brogdon,Mil,SG,25,48,29.9,62.3,19.1,0.109,85,0.882,342,0.532,161,0.385,0.578,13,3.3,6.4,3.2,16.3,0.85,0.27,6.9,2017
1280,Malcolm Delaney,Atl,PG,28,54,18.8,39.1,16.9,0.169,92,0.804,161,0.391,124,0.371,0.519,6.3,1.9,5.5,3,23.4,0.65,0.11,7,2017
1281,Malcolm Miller,Tor,SF,24,15,8.4,17.5,12.1,0.144,4,1,7,0.714,21,0.381,0.638,2.5,1.1,7.1,0.2,3.2,0.07,0.13,3.9,2017
1282,Malik Beasley,Den,SG,21,62,9.4,19.6,16.2,0.111,33,0.667,96,0.469,82,0.341,0.509,3.2,1.1,6.9,0.5,7.4,0.24,0.11,5.1,2017
1283,Malik Monk,Cha,SG,19,63,13.6,28.2,24.9,0.098,38,0.842,182,0.385,243,0.342,0.477,6.7,1,4.2,1.4,16.9,0.32,0.14,6.2,2017
1284,Mangok Mathiang,Cha,PF,25,4,5,10.3,16.3,0,1,0,7,0.571,0,0,0.538,2,2.5,27.3,0,0,0.25,0,0,2017
1285,Manu Ginobili,San,SG,40,65,20,41.6,21.5,0.168,131,0.84,271,0.506,192,0.333,0.553,8.9,2.2,6.1,2.5,19.1,0.66,0.25,7.3,2017
1286,Marc Gasol,Mem,C,33,73,33,68.7,25.7,0.142,337,0.834,713,0.456,320,0.341,0.532,17.2,8.1,14.2,4.2,21.7,0.74,1.4,10.1,2017
1287,Marcin Gortat,Was,C,33,82,25.3,52.7,15.5,0.135,163,0.675,560,0.518,0,0,0.546,8.4,7.6,17,1.8,10.6,0.49,0.74,7.7,2017
1288,Marco Belinelli,Atl,SG,31,52,23.3,48.5,21.2,0.092,109,0.927,238,0.45,247,0.372,0.554,11.4,1.9,4.6,2,13.5,0.88,0.06,6,2017
1289,Marco Belinelli,Phi,SG,31,28,26.3,54.9,19.8,0.117,54,0.87,131,0.618,148,0.385,0.628,13.6,1.9,3.8,1.6,9.3,0.68,0.32,5.3,2017
1290,Marcus Georges-Hunt,Min,SG,23,42,5.3,11.1,12.1,0.049,21,0.619,34,0.5,15,0.267,0.507,1.4,0.4,4.1,0.2,4.1,0.14,0,3.6,2017
1291,Marcus Morris,Bos,SF,28,54,26.7,55.6,23,0.087,154,0.805,377,0.467,234,0.368,0.541,13.6,5.4,11,1.3,8.2,0.65,0.22,6.8,2017
1292,Marcus Paige,Cha,PG,24,5,5.6,11.7,23,0,2,1,6,0.333,8,0.25,0.403,2.4,0.8,7.7,0.6,16.1,0,0,7.5,2017
1293,Marcus Smart,Bos,PG,23,54,29.9,62.3,19.4,0.184,133,0.729,266,0.429,249,0.301,0.479,10.2,3.5,6.4,4.8,23.7,1.31,0.43,7.4,2017
1294,Mario Chalmers,Mem,PG,31,66,21.5,44.9,19.6,0.188,138,0.855,252,0.456,191,0.277,0.503,7.7,2.4,6.4,3,21.4,1.2,0.21,7.1,2017
1295,Mario Hezonja,Orl,SF,22,75,22.1,46,19.9,0.115,105,0.819,350,0.523,267,0.337,0.544,9.6,3.7,9.3,1.4,10,1.08,0.4,6.7,2017
1296,Markel Brown,Hou,SG,26,4,7.9,16.4,12.6,0.222,0,0,2,0.5,5,0.2,0.357,1.3,1.3,8.9,0.5,8.6,0,0,4.8,2017
1297,Markelle Fultz,Phi,PG,19,14,18.1,37.6,23.2,0.124,21,0.476,110,0.409,1,0,0.416,7.1,3.1,9.4,3.8,31.3,0.79,0.29,9.7,2017
1298,Markieff Morris,Was,PF,28,73,27,56.2,19.5,0.146,128,0.82,480,0.529,207,0.367,0.566,11.5,5.6,11.8,1.9,11,0.78,0.51,7.4,2017
1299,Marquese Chriss,Pho,PF,20,72,21.2,44.2,18.2,0.164,158,0.608,287,0.509,190,0.295,0.509,7.7,5.5,13.8,1.2,8.1,0.71,0.97,7,2017
1300,Marquis Teague,Mem,PG,24,3,24.6,51.3,12.9,0.142,5,0.4,12,0.25,4,0.25,0.302,3.7,2,4.7,4.3,24.8,1.33,0,5.2,2017
1301,Marreese Speights,Orl,C,30,52,13,27,26.9,0.097,55,0.727,116,0.448,233,0.369,0.539,7.7,2.6,10.8,0.8,9.8,0.15,0.42,7.8,2017
1302,Marshall Plumlee,Mil,C,25,8,6.5,13.5,11.4,0.23,16,0.75,3,0.333,0,0,0.697,1.8,2.1,19.2,0.3,4.8,0,0.13,6.4,2017
1303,MarShon Brooks,Mem,SG,29,7,27.5,57.3,29.9,0.125,23,0.87,70,0.457,32,0.594,0.629,20.1,3.1,6.6,3.6,26,1.57,0.43,8.8,2017
1304,Marvin Williams,Cha,PF,31,78,25.7,53.6,14.8,0.097,123,0.829,258,0.512,305,0.413,0.603,9.5,4.7,10,1.2,7,0.72,0.49,5.9,2017
1305,Mason Plumlee,Den,C,27,74,19.5,40.5,16.7,0.189,180,0.456,367,0.602,1,0,0.586,7.1,5.4,15.6,1.9,14.4,0.66,1.09,8.6,2017
1306,Matt Costello,San,SF,24,4,8.1,16.8,6.9,0.2,0,0,4,0.5,0,0,0.5,1,2.3,15.5,0.5,8.3,0.5,0.5,5.2,2017
1307,Matt Williams Jr.,Mia,SG,24,3,3.8,7.9,27.6,0.143,0,0,1,1,5,0.2,0.417,1.7,0.3,4.9,0,0,0,0,0,2017
1308,Matthew Dellavedova,Mil,PG,27,38,18.7,39,13.5,0.23,27,0.926,74,0.351,78,0.372,0.5,4.3,1.7,5.3,3.8,27.4,0.37,0,6.5,2017
1309,Maurice Harkless,Por,SF,24,59,21.4,44.6,12.6,0.11,59,0.712,179,0.547,118,0.415,0.596,6.5,2.7,7,0.9,6,0.81,0.73,4.7,2017
1310,Maxi Kleber,Dal,F,26,72,16.8,34.9,13.8,0.082,59,0.746,181,0.613,128,0.313,0.576,5.4,3.3,10.8,0.7,6.4,0.36,0.65,5.5,2017
1311,Meyers Leonard,Por,PF,25,33,7.7,16,16.1,0.108,11,0.818,52,0.673,26,0.423,0.676,3.4,2.1,15,0.5,10.6,0.21,0,7.9,2017
1312,Michael Beasley,Nyk,SF,29,74,22.3,46.5,26.9,0.14,159,0.78,720,0.521,86,0.395,0.557,13.2,5.6,13.9,1.7,12.5,0.49,0.58,9,2017
1313,Michael Carter-Williams,Cha,PG,26,52,16.1,33.4,16.6,0.162,89,0.82,170,0.365,59,0.237,0.446,4.6,2.7,8.9,2.2,19.4,0.85,0.44,7.5,2017
1314,Michael Kidd-Gilchrist,Cha,SF,24,74,25,52.1,16.2,0.078,171,0.684,558,0.505,2,0,0.536,9.2,4.1,8.8,1,5.9,0.69,0.43,5.4,2017
1315,Mike Conley,Mem,PG,30,12,31.1,64.8,25.9,0.084,66,0.803,91,0.44,77,0.312,0.52,17.1,2.3,4.2,4.1,22.1,1,0.25,7,2017
1316,Mike James,Pho,PG,27,32,20.9,43.5,25.2,0.121,84,0.762,215,0.442,97,0.268,0.476,10.4,2.8,7.1,3.8,29,0.84,0.22,9.2,2017
1317,Mike James,Nor,PG,27,4,4.5,9.3,24.2,0.1,0,0,8,0.25,1,0,0.222,1,0.3,3,1.5,43.8,0.25,0,6.8,2017
1318,Mike Muscala,Atl,C,26,53,20,41.7,15.7,0.11,62,0.919,145,0.559,167,0.371,0.597,7.6,4.3,12.1,1,7.3,0.58,0.51,6.4,2017
1319,Mike Scott,Was,PF,29,76,18.5,38.6,20,0.124,76,0.658,361,0.582,163,0.405,0.599,8.8,3.3,9.9,1.1,9,0.3,0.13,6.9,2017
1320,Miles Plumlee,Atl,C,29,55,16.7,34.8,12.8,0.234,60,0.45,180,0.583,0,0,0.574,4.3,4.1,13.9,0.8,7.2,0.31,0.55,5.8,2017
1321,Milos Teodosic,Lac,PG,30,45,25.2,52.5,18.2,0.203,46,0.848,128,0.492,232,0.379,0.564,9.5,2.8,6.1,4.6,26.2,0.51,0.11,7.9,2017
1322,Milton Doyle,Bro,PG,24,10,12.5,25.9,18.3,0.038,8,0.5,24,0.375,23,0.174,0.337,3.4,1.8,7.7,1,11.7,0.6,0.2,5.9,2017
1323,Mindaugas Kuzminskas,Nyk,SF,28,1,1.9,4,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2017
1324,Mirza Teletovic,Mil,PF,32,10,15.9,33.2,18.1,0.109,0,0,12,0.333,45,0.467,0.623,7.1,2.3,8.5,1,9.5,0.4,0.1,6.4,2017
1325,Monte Morris,Den,PG,22,3,8.4,17.6,13.6,0.127,2,1,5,0.8,1,0,0.727,3.3,0.7,4.5,2.3,40.6,1,0,8.3,2017
1326,Montrezl Harrell,Lac,PF,24,76,17,35.4,23.8,0.095,222,0.626,541,0.641,7,0.143,0.647,11,4,13,1,10.1,0.47,0.68,8.3,2017
1327,Myke Henry,Mem,SF,25,20,18.9,39.4,15.7,0.144,10,0.6,51,0.431,58,0.328,0.472,5.4,1.9,5.8,1.1,8.9,1.55,0.3,4.7,2017
1328,Myles Turner,Ind,C,21,65,28.2,58.8,20,0.116,206,0.777,482,0.519,157,0.357,0.567,12.7,6.4,12.8,1.3,7,0.55,1.83,6.7,2017
1329,Nate Wolters,Uta,PG,26,5,3.8,7.8,14.4,0,0,0,6,0.167,0,0,0.167,0.4,0.4,6,0.2,7.2,0,0,3.3,2017
1330,Naz Mitrou-Long,Uta,PG,24,1,0.5,1,90,0,0,0,0,0,1,1,1.5,3,0,0,0,0,0,0,0,2017
1331,Nemanja Bjelica,Min,PF,29,67,20.5,42.6,14.3,0.117,45,0.8,188,0.505,183,0.415,0.581,6.8,4.1,11.5,1.3,8.7,0.75,0.24,6.5,2017
1332,Nene,Hou,C,35,52,14.6,30.4,18.9,0.117,107,0.636,237,0.574,2,0,0.594,6.5,3.4,13.2,0.9,9.5,0.54,0.27,7.4,2017
1333,Nerlens Noel,Dal,PF,23,30,15.7,32.8,13.8,0.181,28,0.75,104,0.529,1,0,0.558,4.4,5.6,19.8,0.7,6.3,1.03,0.73,6.6,2017
1334,Nick Collison,Okc,PF,37,15,5,10.4,18.2,0.221,13,0.385,19,0.684,0,0,0.627,2.1,1.3,14.8,0.3,8.2,0,0,7.5,2017
